Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
1.18,151.89,4.05,0.18,0.58,9243.00,6491.86,6074.79,4762.00,1413.02,90886.00,54.00,145.61,33.95,26.77,0.60,0.06
0.51,152.11,3.90,0.20,0.58,8527.00,7067.50,6750.75,5685.00,1024.57,28270.00,22.00,145.87,33.81,26.77,0.70,0.02
0.70,153.18,2.63,0.49,0.30,9698.00,7667.25,7148.78,6435.00,1060.94,61338.00,30.00,147.13,32.98,26.99,0.78,0.04
0.50,154.17,1.68,0.49,0.37,6835.00,6160.00,6473.87,4868.00,715.34,36960.00,26.00,148.08,33.42,26.89,0.72,0.02
1.27,153.26,2.28,0.48,0.35,12190.00,8355.64,7611.18,5988.00,1899.96,116979.00,50.00,147.39,31.86,27.36,0.72,0.08
0.26,153.39,2.34,0.39,0.38,8405.00,6469.25,5699.07,5623.00,1134.74,25877.00,18.00,147.50,31.53,27.87,0.68,0.01
2.53,155.51,0.00,0.34,0.53,24941.00,12194.90,11389.30,6872.00,4185.10,475603.00,96.00,149.67,32.31,27.21,0.74,0.24
0.48,150.60,5.38,0.65,0.20,7252.00,5905.83,5610.75,5075.00,686.45,35435.00,26.00,144.41,33.05,27.07,0.57,0.01
0.17,153.13,2.97,0.25,0.44,6982.00,6019.33,5214.00,5214.00,730.30,18058.00,14.00,146.83,34.04,27.06,0.69,0.00
0.41,151.03,5.18,0.42,0.30,7952.00,6244.00,5681.96,5017.00,976.27,31220.00,22.00,144.55,34.39,27.08,0.82,0.02
0.23,151.03,5.28,0.25,0.44,6739.00,6349.33,6107.00,6107.00,278.25,19048.00,14.00,144.50,34.19,27.55,0.69,0.01
0.57,150.12,6.30,0.18,0.82,7378.00,6815.00,6563.13,6066.00,459.33,47705.00,28.00,143.43,34.92,27.26,0.73,0.03
2.18,154.27,0.83,0.41,0.44,10808.00,7361.97,7274.52,5487.00,1265.41,220859.00,96.00,148.74,30.41,27.39,0.63,0.15
1.90,152.55,2.90,0.49,0.36,15734.00,8594.96,7964.81,5638.00,2479.27,206279.00,82.00,146.58,32.24,27.28,0.64,0.13
0.14,152.61,3.21,0.39,0.47,7210.00,6298.67,5842.00,5842.00,644.41,18896.00,14.00,146.63,31.96,27.72,0.75,0.00
7.52,155.02,0.13,0.17,0.77,25483.00,10389.00,9470.90,6056.00,3298.85,1257070.00,292.00,149.04,32.27,27.86,0.53,0.75
1.00,151.30,4.47,0.48,0.34,9992.00,7923.85,7416.48,5819.00,1446.12,103010.00,42.00,145.21,32.57,27.33,0.74,0.06
0.18,152.42,3.63,0.25,0.44,7841.00,6794.33,5644.00,5644.00,899.91,20383.00,14.00,146.23,33.38,27.11,0.74,0.00
2.51,152.52,3.10,0.31,0.37,11956.00,7591.78,6999.66,5580.00,1788.62,280896.00,118.00,146.16,33.83,27.51,0.59,0.17
0.67,150.69,5.61,0.53,0.29,8528.00,5977.22,5542.05,5190.00,968.52,53795.00,36.00,144.01,34.92,27.37,0.58,0.02
1.71,149.77,6.30,0.22,0.71,11281.00,6821.75,6246.56,5369.00,1397.66,163722.00,82.00,143.40,33.05,27.82,0.65,0.11
0.32,148.60,7.76,0.71,0.16,6157.00,5563.40,5522.16,4962.00,380.57,27817.00,22.00,142.01,33.78,27.80,0.77,0.01
0.37,148.10,8.63,0.30,0.61,6633.00,5910.67,5604.33,5493.00,452.01,35464.00,22.00,141.14,35.14,27.89,0.71,0.01
8.76,148.41,8.48,0.42,0.42,24520.00,10984.60,9846.56,5738.00,3881.35,1790490.00,354.00,140.90,37.06,28.28,0.55,1.00
0.28,148.77,8.88,0.25,0.44,8665.00,7265.33,6194.00,6194.00,1035.15,21796.00,14.00,140.93,37.25,29.69,0.76,0.01
2.06,151.28,4.47,0.38,0.49,11687.00,7428.70,6714.94,5683.00,1568.72,200575.00,80.00,145.08,32.44,28.01,0.61,0.13
3.30,153.04,2.77,0.16,0.77,17027.00,9501.52,9331.13,5833.00,2766.73,513082.00,132.00,146.78,32.81,28.32,0.70,0.33
0.76,150.66,5.86,0.08,0.74,7768.00,6510.70,6289.20,5567.00,766.19,65107.00,36.00,143.95,34.42,28.16,0.63,0.03
4.37,149.20,7.57,0.26,0.50,20668.00,10684.50,9184.94,6535.00,3849.17,715860.00,172.00,142.00,35.96,28.36,0.59,0.39
0.11,154.09,1.51,0.25,0.44,6096.00,5649.67,5175.00,5175.00,376.53,16949.00,14.00,148.33,30.53,28.40,0.62,0.00
3.33,151.18,4.61,0.30,0.61,11324.00,7582.76,7165.72,5410.00,1522.43,280562.00,126.00,144.83,32.52,28.64,0.50,0.20
0.38,150.44,5.66,0.09,0.00,14821.00,8277.25,6217.67,5567.00,3792.81,33109.00,18.00,144.12,32.59,28.28,0.66,0.01
3.21,149.69,6.49,0.23,0.55,13646.00,7517.56,6975.60,5553.00,1564.75,308220.00,128.00,142.98,33.67,28.83,0.54,0.22
0.33,155.07,0.55,0.39,0.38,9533.00,7458.75,6249.85,6224.00,1360.09,29835.00,18.00,149.23,30.93,28.61,0.75,0.01
0.25,153.80,1.95,0.39,0.38,8084.00,6754.50,6267.55,6186.00,774.98,27018.00,18.00,147.85,31.73,28.08,0.72,0.01
0.91,154.15,1.63,0.47,0.21,8497.00,6905.27,6462.40,5770.00,792.11,75958.00,44.00,148.08,31.78,28.74,0.60,0.04
0.41,154.58,1.36,0.63,0.12,6813.00,6259.33,6160.20,5847.00,357.62,37556.00,26.00,148.45,31.90,28.96,0.59,0.01
0.45,148.29,8.52,0.47,0.29,9461.00,6914.20,6257.21,5956.00,1285.99,34571.00,22.00,141.21,35.15,28.51,0.74,0.02
0.36,152.14,3.85,0.39,0.38,8284.00,6568.50,5743.94,5662.00,1053.33,26274.00,18.00,145.94,31.74,29.00,0.80,0.01
1.33,148.71,8.50,0.26,0.70,16116.00,9944.47,9382.86,7185.00,2312.07,169056.00,58.00,141.19,36.72,28.87,0.68,0.08
0.16,147.17,10.57,0.25,0.44,6547.00,6090.33,5857.00,5857.00,322.93,18271.00,14.00,139.33,37.61,28.86,0.71,0.00
0.68,150.62,5.87,0.41,0.14,11289.00,8364.50,7485.41,6191.00,1925.54,50187.00,24.00,143.80,33.89,29.28,0.69,0.03
0.37,148.56,8.23,0.25,0.00,7440.00,6501.40,5673.39,5499.00,807.42,32507.00,22.00,141.45,34.72,29.25,0.71,0.01
0.33,150.92,6.01,0.16,0.84,6263.00,5996.00,5846.19,5795.00,187.29,23984.00,18.00,143.84,35.47,28.81,0.70,0.01
0.10,151.20,5.78,0.39,0.47,5509.00,5111.67,4572.00,4572.00,395.55,15335.00,14.00,144.04,35.46,29.25,0.84,0.00
1.61,150.42,6.57,0.40,0.48,9933.00,6973.10,6553.99,5451.00,1167.92,146435.00,72.00,142.98,36.52,29.11,0.64,0.10
1.75,146.24,11.41,0.36,0.53,13760.00,8480.93,7450.00,6031.00,2113.11,228985.00,72.00,138.26,37.47,29.48,0.71,0.13
0.75,149.39,7.35,0.26,0.63,7428.00,6111.27,5976.73,5305.00,671.25,67224.00,44.00,142.39,34.24,29.52,0.53,0.02
0.54,150.37,6.51,0.33,0.35,7552.00,6025.38,5705.31,5140.00,735.80,48203.00,32.00,143.20,35.29,29.32,0.69,0.02
0.27,149.64,7.48,0.32,0.46,7551.00,6735.25,6377.63,5763.00,706.59,26941.00,18.00,142.35,35.49,29.48,0.74,0.01
1.96,149.56,7.62,0.32,0.58,13649.00,8393.07,7599.78,5906.00,1830.17,226613.00,82.00,141.98,36.59,29.50,0.66,0.14
0.64,148.38,8.47,0.23,0.63,7498.00,6068.63,6067.66,4990.00,737.47,48549.00,30.00,141.29,34.29,29.64,0.70,0.03
0.35,148.63,8.36,0.22,0.61,7390.00,6582.75,6696.04,5348.00,755.77,26331.00,18.00,141.43,34.61,29.84,0.75,0.01
0.16,148.67,9.10,0.25,0.44,6280.00,6095.33,5996.00,5996.00,130.69,18286.00,14.00,140.75,37.12,30.25,0.62,0.00
0.63,149.05,8.57,0.19,0.54,8464.00,7210.17,6662.92,6468.00,784.45,43261.00,26.00,141.19,37.33,29.80,0.62,0.02
0.21,149.18,8.50,0.25,0.44,7508.00,6769.67,6370.00,6370.00,522.68,20309.00,14.00,141.36,37.06,29.97,0.72,0.01
0.77,147.67,9.78,0.46,0.40,11792.00,6737.09,5774.19,5373.00,1816.41,74108.00,38.00,139.90,36.31,30.26,0.78,0.04
5.02,146.33,11.11,0.25,0.46,20548.00,8674.90,7410.11,5398.00,3090.07,667967.00,206.00,138.43,36.73,30.00,0.54,0.41
0.89,145.77,12.30,0.08,0.70,8905.00,7314.00,6865.70,5515.00,1135.67,58512.00,32.00,137.45,37.33,31.05,0.65,0.04
2.09,147.07,10.80,0.42,0.40,12188.00,8697.84,8512.68,5957.00,1604.26,217446.00,88.00,138.83,37.24,31.16,0.62,0.14
0.19,146.57,11.46,0.39,0.47,9517.00,7309.33,5914.00,5914.00,1579.10,21928.00,14.00,138.33,36.95,31.33,0.82,0.01
1.27,146.01,12.04,0.19,0.64,9290.00,7124.20,6933.08,5677.00,1038.33,106863.00,56.00,137.70,37.20,31.20,0.60,0.06
0.35,146.23,12.06,0.25,0.50,9965.00,7106.75,5576.89,5417.00,1836.55,28427.00,18.00,137.68,37.26,32.26,0.69,0.01
7.73,141.78,18.98,0.20,0.74,36157.00,14170.50,11962.20,5943.00,6257.90,2338130.00,310.00,130.42,44.34,33.55,0.65,1.05
0.45,147.65,10.10,0.38,0.50,8120.00,6301.14,5742.36,5695.00,812.27,44108.00,28.00,139.71,37.55,29.55,0.67,0.02
3.81,146.56,11.61,0.21,0.69,21774.00,10525.60,9611.98,5642.00,3641.75,694687.00,162.00,137.90,39.00,30.69,0.66,0.37
0.06,146.66,12.06,0.12,0.93,6444.00,6223.00,6034.00,6034.00,168.91,18669.00,14.00,137.86,38.52,31.94,0.38,0.00
2.68,145.27,12.69,0.64,0.23,11353.00,7766.33,7288.76,5848.00,1494.83,256289.00,108.00,136.73,38.69,30.20,0.57,0.18
0.25,145.41,12.92,0.25,0.44,8052.00,6811.00,6136.00,6136.00,878.65,20433.00,14.00,136.88,38.28,30.67,0.74,0.01
0.43,147.56,10.41,0.32,0.40,7334.00,6588.40,6058.89,5677.00,649.44,32942.00,22.00,139.40,38.43,29.40,0.58,0.01
4.42,147.21,10.68,0.25,0.73,27186.00,10583.80,9629.07,6281.00,3573.00,857291.00,186.00,138.79,38.77,30.10,0.68,0.49
0.35,146.66,11.39,0.09,0.00,9689.00,8008.00,7652.91,6960.00,1015.73,32032.00,18.00,138.41,38.30,29.74,0.63,0.01
0.38,147.46,10.82,0.33,0.43,9573.00,7797.00,7205.92,6806.00,954.59,38985.00,22.00,139.01,38.36,30.81,0.65,0.01
0.98,144.50,14.02,0.52,0.23,10107.00,7255.55,6807.48,5753.00,1233.54,79811.00,44.00,135.72,38.87,30.80,0.64,0.05
2.14,144.70,13.88,0.36,0.46,9885.00,6782.27,6434.00,5533.00,1109.39,176339.00,92.00,135.70,39.64,30.84,0.47,0.09
0.25,145.20,13.26,0.12,0.93,8603.00,7046.67,6088.00,6088.00,1110.32,21140.00,14.00,136.54,38.41,31.04,0.74,0.01
1.25,147.13,11.11,0.29,0.64,13515.00,9572.75,9146.25,6818.00,2026.67,114873.00,44.00,138.60,38.40,31.00,0.65,0.07
1.99,147.34,11.13,0.28,0.54,11747.00,7988.79,7294.89,5932.00,1426.03,151787.00,76.00,138.47,39.72,30.91,0.45,0.08
1.47,146.60,12.04,0.45,0.39,11102.00,7393.12,6631.36,5626.00,1687.03,125683.00,62.00,137.47,40.39,31.02,0.59,0.08
0.19,145.76,13.36,0.39,0.47,6500.00,6100.67,5901.00,5901.00,282.37,18302.00,14.00,136.43,40.89,31.05,0.83,0.01
0.27,143.92,15.36,0.25,0.44,8848.00,6813.33,5758.00,5758.00,1439.06,20440.00,14.00,134.44,40.65,31.42,0.76,0.01
0.17,144.87,13.76,0.25,0.44,6867.00,6515.00,5976.00,5976.00,387.04,19545.00,14.00,136.10,38.81,30.96,0.71,0.00
0.20,144.98,13.78,0.25,0.44,7842.00,7132.33,6616.00,6616.00,518.84,21397.00,14.00,136.07,39.17,31.18,0.69,0.00
0.24,144.87,13.95,0.25,0.44,7107.00,6808.33,6597.00,6597.00,217.17,20425.00,14.00,135.85,39.17,31.56,0.73,0.01
0.27,144.96,13.70,0.12,0.93,8826.00,7662.33,6630.00,6630.00,901.31,22987.00,14.00,136.01,38.89,31.66,0.71,0.01
0.68,145.31,13.33,0.81,0.12,8816.00,7207.38,7047.06,6088.00,811.35,57659.00,30.00,136.29,39.07,31.83,0.65,0.03
0.50,144.78,14.21,0.35,0.33,7416.00,6164.14,5670.59,5204.00,732.07,43149.00,28.00,135.56,39.83,31.58,0.68,0.02
0.52,145.01,14.00,0.25,0.00,7161.00,6761.40,6835.41,5953.00,418.95,33807.00,22.00,135.84,39.49,31.91,0.60,0.02
0.24,147.05,11.71,0.47,0.32,8985.00,7922.25,6981.20,6874.00,993.82,31689.00,18.00,138.14,39.72,31.05,0.82,0.01
3.03,147.52,11.10,0.60,0.26,11721.00,8233.66,8001.75,6153.00,1364.42,288178.00,114.00,138.46,39.79,31.71,0.54,0.20
0.14,145.78,13.36,0.25,0.44,6255.00,6063.33,5862.00,5862.00,160.58,18190.00,14.00,136.54,40.38,31.25,0.64,0.00
3.89,146.16,13.05,0.18,0.66,19703.00,9212.25,8494.27,5841.00,2927.73,451400.00,146.00,136.52,40.79,32.55,0.57,0.31
0.14,147.22,11.43,0.03,0.98,6622.00,6264.67,5655.00,5655.00,433.23,18794.00,14.00,138.46,38.29,32.22,0.51,0.00
1.88,144.00,15.23,0.46,0.40,13080.00,7027.00,6462.35,5273.00,1625.55,161621.00,84.00,134.33,40.82,32.02,0.52,0.09
0.35,147.33,11.70,0.39,0.38,8742.00,7481.50,7237.17,6364.00,852.01,29926.00,18.00,138.11,39.72,32.48,0.75,0.01
1.23,147.66,11.29,0.20,0.73,12118.00,8187.00,7914.37,5596.00,1659.08,98244.00,46.00,138.37,40.06,32.46,0.66,0.07
0.20,146.82,12.45,0.25,0.44,6655.00,6208.33,5879.00,5879.00,327.48,18625.00,14.00,137.42,40.57,32.02,0.71,0.01
0.67,144.34,15.75,0.50,0.34,10128.00,7804.00,6767.66,6051.00,1345.49,54628.00,28.00,134.03,42.83,32.21,0.75,0.03
0.38,145.50,13.48,0.39,0.38,8041.00,7220.75,6789.38,6478.00,618.81,28883.00,18.00,136.35,39.14,32.36,0.74,0.01
0.54,145.67,13.31,0.39,0.49,9517.00,7361.17,6919.45,5961.00,1095.08,44167.00,24.00,136.48,38.97,32.78,0.77,0.03
0.21,145.38,13.59,0.39,0.47,9537.00,7134.33,5830.00,5830.00,1701.02,21403.00,14.00,136.21,39.06,32.53,0.83,0.01
0.71,146.43,12.45,0.56,0.28,10914.00,8069.71,7207.95,6716.00,1348.42,56488.00,30.00,137.22,39.36,32.62,0.61,0.03
0.21,145.34,14.56,0.44,0.21,7448.00,5606.50,5074.81,4795.00,1070.08,22426.00,18.00,135.12,42.53,32.52,0.67,0.01
0.10,143.44,16.15,0.25,0.44,5455.00,5322.33,5129.00,5129.00,139.82,15967.00,14.00,133.76,40.39,32.42,0.56,0.00
2.67,143.98,15.47,0.12,0.81,14785.00,8641.29,8224.14,5755.00,1941.73,293804.00,110.00,134.13,40.31,33.38,0.58,0.18
0.24,146.73,12.84,0.25,0.44,6111.00,5691.33,5476.00,5476.00,296.78,17074.00,14.00,137.00,41.41,32.34,0.59,0.01
4.20,144.28,15.67,0.47,0.36,14868.00,8103.50,7764.63,5730.00,1926.64,486210.00,168.00,133.76,42.99,32.81,0.56,0.34
0.28,144.57,16.03,0.25,0.44,7264.00,6975.67,6811.00,6811.00,204.57,20927.00,14.00,133.77,43.08,33.92,0.72,0.01
1.05,145.43,13.73,0.06,0.67,9400.00,7239.30,6910.30,6181.00,893.16,72393.00,38.00,136.04,39.21,33.26,0.55,0.04
0.37,145.22,14.06,0.13,0.00,6758.00,6140.00,5969.11,5617.00,381.42,30700.00,22.00,135.82,39.60,32.73,0.46,0.01
4.48,142.61,17.55,0.20,0.57,17798.00,8795.18,7860.28,5141.00,3091.80,580482.00,186.00,132.00,42.33,33.50,0.55,0.36
1.59,144.16,15.19,0.28,0.43,10960.00,7367.47,7093.52,5461.00,1426.63,139982.00,68.00,134.44,39.76,33.59,0.57,0.08
1.80,144.73,14.57,0.22,0.68,14240.00,8153.52,6998.91,5814.00,2150.15,187531.00,68.00,135.03,39.85,33.52,0.67,0.13
0.71,143.92,15.67,0.32,0.46,8958.00,7045.50,6719.72,5958.00,933.70,56364.00,32.00,134.03,41.18,32.43,0.63,0.03
7.09,144.75,14.93,0.31,0.36,18187.00,10219.30,9424.72,5996.00,2697.44,1236540.00,288.00,134.55,40.89,34.29,0.56,0.74
0.50,144.30,15.51,0.21,0.38,9908.00,7741.17,7492.06,6472.00,1136.58,46447.00,26.00,134.23,41.15,33.32,0.57,0.01
1.67,146.37,13.13,0.36,0.53,15721.00,8127.52,7870.61,5821.00,2011.31,170678.00,62.00,136.49,40.80,33.63,0.70,0.12
0.48,145.53,14.51,0.10,0.57,9487.00,7949.00,6740.27,6443.00,1363.17,31796.00,18.00,135.27,41.79,33.67,0.71,0.02
1.46,142.34,18.17,0.14,0.65,9392.00,7117.18,6649.32,5286.00,1165.09,120992.00,60.00,131.51,42.87,33.60,0.52,0.06
0.42,142.40,18.45,0.32,0.46,8660.00,7448.75,6436.63,6119.00,1172.85,29795.00,18.00,131.37,43.65,33.39,0.73,0.02
0.25,142.12,18.90,0.39,0.38,7075.00,6709.25,6834.54,5868.00,494.76,26837.00,18.00,130.93,43.07,34.64,0.80,0.01
0.43,142.00,19.19,0.24,0.38,8795.00,8056.00,7614.63,7610.00,490.26,32224.00,22.00,130.53,43.84,34.67,0.63,0.01
0.84,140.96,20.53,0.22,0.47,11354.00,7613.50,6963.22,5844.00,1505.56,76135.00,40.00,129.17,44.07,35.25,0.61,0.03
4.34,141.61,19.77,0.37,0.39,31075.00,12843.10,10552.20,7302.00,5291.63,924700.00,186.00,129.62,44.80,35.29,0.59,0.38
0.76,142.15,19.46,0.12,0.89,12657.00,9553.25,8409.56,7623.00,1687.13,76426.00,34.00,130.35,45.16,34.28,0.63,0.03
3.21,142.49,19.17,0.32,0.53,34146.00,15096.30,13252.10,6856.00,6301.06,800103.00,124.00,130.36,45.54,35.12,0.74,0.35
0.27,142.15,19.57,0.25,0.44,11558.00,10716.70,9336.00,9336.00,984.03,32150.00,14.00,130.27,45.04,34.79,0.72,0.01
0.13,142.59,19.81,0.00,1.92,8723.00,7522.33,6555.00,6555.00,900.33,22567.00,14.00,129.97,45.46,37.05,0.77,0.00
3.20,141.41,19.51,0.43,0.42,9612.00,6942.85,6545.18,5458.00,1071.08,284657.00,136.00,129.90,43.05,35.62,0.51,0.20
1.67,140.23,21.80,0.08,0.74,9866.00,7051.52,6710.38,5546.00,1236.05,148082.00,76.00,127.88,45.29,35.47,0.59,0.09
1.56,141.96,19.98,0.39,0.34,16394.00,8914.94,8174.72,6742.00,2201.92,160469.00,66.00,129.62,45.71,35.53,0.54,0.07
1.77,140.97,21.26,0.25,0.63,15188.00,8895.56,8036.00,5652.00,2474.83,160120.00,72.00,128.36,46.15,35.59,0.61,0.11
0.38,140.84,20.83,0.72,0.12,9148.00,7971.00,7587.18,7045.00,774.73,31884.00,18.00,128.89,44.29,35.51,0.76,0.01
2.36,140.87,20.84,0.19,0.55,11562.00,8040.36,7723.05,5781.00,1341.50,225130.00,92.00,128.72,44.26,36.27,0.57,0.15
1.32,140.06,22.38,0.32,0.24,12557.00,8647.36,7658.82,6224.00,1962.20,121063.00,56.00,127.32,45.95,35.97,0.53,0.06
0.50,139.07,23.56,0.41,0.46,8872.00,7114.83,7186.26,5447.00,1195.32,42689.00,24.00,126.22,46.10,35.85,0.80,0.02
10.22,143.10,18.45,0.22,0.55,45958.00,15872.70,13275.40,6861.00,7548.20,2999940.00,384.00,130.98,44.95,36.08,0.54,1.21
0.28,142.04,20.18,0.32,0.46,9256.00,8169.75,8214.22,6740.00,909.97,32679.00,18.00,129.60,45.29,36.45,0.75,0.01
0.21,142.27,20.08,0.39,0.47,8822.00,7744.33,6797.00,6797.00,831.82,23233.00,14.00,129.73,45.65,36.42,0.71,0.01
10.83,140.20,22.29,0.35,0.48,23492.00,11228.90,9878.31,6324.00,3896.02,2515270.00,442.00,127.00,47.01,36.29,0.53,1.31
1.07,142.34,19.53,0.44,0.35,14818.00,10453.10,9931.28,7868.00,2257.49,125437.00,42.00,130.19,44.54,36.40,0.77,0.07
1.31,139.24,23.43,0.29,0.52,12724.00,8171.06,7885.32,5765.00,2032.06,130737.00,52.00,126.23,46.08,36.50,0.71,0.08
0.34,141.06,21.61,0.36,0.29,9158.00,8531.25,9031.34,6842.00,976.26,34125.00,14.00,128.21,46.27,36.31,0.74,0.01
1.39,141.12,20.81,0.36,0.52,13853.00,8444.83,7856.76,6216.00,1964.63,152007.00,56.00,128.89,44.26,36.63,0.67,0.09
0.51,142.62,20.28,0.12,0.69,8131.00,6534.40,5661.86,5191.00,1028.44,32672.00,22.00,129.54,46.62,37.23,0.67,0.02
1.62,141.82,21.11,0.22,0.70,8823.00,7367.82,6945.25,5575.00,972.67,125253.00,68.00,128.47,47.20,37.14,0.46,0.06
0.27,141.29,20.89,0.39,0.47,9428.00,7506.00,6168.00,6168.00,1393.48,22518.00,14.00,128.88,44.26,37.33,0.77,0.01
0.47,141.25,21.08,0.32,0.46,9599.00,8010.50,7167.38,6820.00,1098.87,32042.00,18.00,128.71,44.55,37.42,0.76,0.02
1.54,139.12,24.03,0.21,0.58,12589.00,7801.86,7076.08,5425.00,1843.84,171641.00,80.00,125.58,46.94,37.16,0.60,0.08
0.32,140.76,21.74,0.32,0.46,9354.00,6851.00,5590.14,5453.00,1566.15,27404.00,18.00,128.07,44.80,37.50,0.74,0.01
0.83,139.02,24.02,0.33,0.58,11222.00,8200.44,7627.50,5398.00,1837.63,73804.00,34.00,125.62,45.99,37.86,0.76,0.05
2.50,141.90,20.83,0.40,0.48,10948.00,7642.55,7362.77,5849.00,1286.51,221634.00,110.00,128.64,46.49,37.76,0.49,0.13
0.09,142.06,21.30,0.39,0.47,5755.00,5500.33,5280.00,5280.00,195.43,16501.00,14.00,128.54,46.58,38.58,0.71,0.00
2.70,140.12,23.23,0.52,0.32,11419.00,8745.21,8701.07,6265.00,1479.24,288592.00,108.00,126.22,47.61,37.89,0.57,0.18
0.20,141.43,21.68,0.39,0.47,7957.00,6927.33,6100.00,6100.00,771.50,20782.00,14.00,128.16,45.98,38.26,0.79,0.01
1.17,141.62,21.84,0.30,0.30,8323.00,6490.93,6216.36,5376.00,732.67,90873.00,58.00,127.84,47.54,38.09,0.48,0.04
1.06,138.94,24.90,0.37,0.44,9432.00,7004.46,6276.90,5247.00,1456.63,91058.00,52.00,124.75,47.79,38.18,0.62,0.05
0.56,139.01,24.90,0.10,0.56,9351.00,7397.83,7295.19,5795.00,1113.02,44387.00,26.00,124.85,47.58,38.38,0.67,0.02
